"Column1","Pickup point","Status","Request Hour","Request Day","Request Timeslot"
"4673","City","No Cars Available","6","Tuesday","Early Morning"
"4674","City","No Cars Available","6","Tuesday","Early Morning"
"4675","City","No Cars Available","6","Tuesday","Early Morning"
"4676","City","No Cars Available","6","Tuesday","Early Morning"
"4677","City","No Cars Available","6","Tuesday","Early Morning"
"4666","Airport","No Cars Available","6","Tuesday","Early Morning"
"2913","City","Cancelled","6","Tuesday","Early Morning"
"2970","City","Cancelled","6","Tuesday","Early Morning"
"1155","City","Trip Completed","6","Tuesday","Early Morning"
"2983","City","Cancelled","6","Tuesday","Early Morning"
"29","Airport","Trip Completed","6","Tuesday","Early Morning"
"2928","City","Cancelled","6","Tuesday","Early Morning"
"2920","City","Cancelled","6","Tuesday","Early Morning"
"3308","City","Cancelled","6","Tuesday","Early Morning"
"2464","Airport","Trip Completed","6","Tuesday","Early Morning"
"969","Airport","Trip Completed","6","Tuesday","Early Morning"
"430","City","Trip Completed","7","Tuesday","Early Morning"
"2177","Airport","Trip Completed","7","Tuesday","Early Morning"
"2857","City","Cancelled","7","Tuesday","Early Morning"
"1647","Airport","Trip Completed","7","Tuesday","Early Morning"
"1670","City","Trip Completed","7","Tuesday","Early Morning"
"1853","Airport","Trip Completed","7","Tuesday","Early Morning"
"460","Airport","Trip Completed","7","Tuesday","Early Morning"
"2975","City","Cancelled","7","Tuesday","Early Morning"
"3608","City","Cancelled","7","Tuesday","Early Morning"
"3611","City","Cancelled","7","Tuesday","Early Morning"
"3517","City","Cancelled","7","Tuesday","Early Morning"
"3700","City","Cancelled","7","Tuesday","Early Morning"
"2938","City","Cancelled","7","Tuesday","Early Morning"
"3770","City","Cancelled","7","Tuesday","Early Morning"
"2808","Airport","Trip Completed","7","Tuesday","Early Morning"
"2870","City","Cancelled","7","Tuesday","Early Morning"
"219","Airport","Trip Completed","7","Tuesday","Early Morning"
"298","Airport","Trip Completed","7","Tuesday","Early Morning"
"279","Airport","Trip Completed","7","Tuesday","Early Morning"
"3586","City","Cancelled","7","Tuesday","Early Morning"
"2884","City","Cancelled","7","Tuesday","Early Morning"
"1685","City","Trip Completed","7","Tuesday","Early Morning"
"2791","City","Trip Completed","7","Tuesday","Early Morning"
"1726","City","Trip Completed","7","Tuesday","Early Morning"
"844","City","Trip Completed","7","Tuesday","Early Morning"
"1367","Airport","Trip Completed","7","Tuesday","Early Morning"
"2516","Airport","Trip Completed","7","Tuesday","Early Morning"
"2500","City","Trip Completed","7","Tuesday","Early Morning"
"855","City","Trip Completed","7","Tuesday","Early Morning"
"3953","Airport","Cancelled","7","Tuesday","Early Morning"
"1442","City","Trip Completed","7","Tuesday","Early Morning"
"4090","City","Cancelled","7","Tuesday","Early Morning"
"1422","Airport","Trip Completed","7","Tuesday","Early Morning"
"807","City","Trip Completed","7","Tuesday","Early Morning"
"2479","Airport","Trip Completed","7","Tuesday","Early Morning"
"792","Airport","Trip Completed","7","Tuesday","Early Morning"
"756","Airport","Trip Completed","7","Tuesday","Early Morning"
"1305","Airport","Trip Completed","7","Tuesday","Early Morning"
"3400","City","Cancelled","7","Tuesday","Early Morning"
"1232","Airport","Trip Completed","7","Tuesday","Early Morning"
"1077","City","Trip Completed","7","Tuesday","Early Morning"
"3341","City","Cancelled","7","Tuesday","Early Morning"
"3365","City","Cancelled","7","Tuesday","Early Morning"
"2368","City","Trip Completed","7","Tuesday","Early Morning"
"4683","City","No Cars Available","7","Tuesday","Early Morning"
"4682","City","No Cars Available","7","Tuesday","Early Morning"
"4681","City","No Cars Available","7","Tuesday","Early Morning"
"4680","City","No Cars Available","7","Tuesday","Early Morning"
"4679","Airport","No Cars Available","7","Tuesday","Early Morning"
"4678","City","No Cars Available","7","Tuesday","Early Morning"
"3408","City","Cancelled","7","Tuesday","Early Morning"
"1271","Airport","Trip Completed","7","Tuesday","Early Morning"
"3313","City","Cancelled","7","Tuesday","Early Morning"
"1256","City","Trip Completed","7","Tuesday","Early Morning"
"2332","Airport","Trip Completed","7","Tuesday","Early Morning"
"4042","City","Cancelled","7","Tuesday","Early Morning"
"614","Airport","Trip Completed","7","Tuesday","Early Morning"
"3992","City","Cancelled","7","Tuesday","Early Morning"
"1511","Airport","Trip Completed","7","Tuesday","Early Morning"
"507","City","Trip Completed","7","Tuesday","Early Morning"
"626","Airport","Trip Completed","7","Tuesday","Early Morning"
"2620","City","Trip Completed","7","Tuesday","Early Morning"
"3162","City","Cancelled","7","Tuesday","Early Morning"
"3171","City","Cancelled","7","Tuesday","Early Morning"
"1579","City","Trip Completed","7","Tuesday","Early Morning"
"3976","City","Cancelled","7","Tuesday","Early Morning"
"4038","Airport","Cancelled","7","Tuesday","Early Morning"
"2258","Airport","Trip Completed","7","Tuesday","Early Morning"
"525","Airport","Trip Completed","7","Tuesday","Early Morning"
"3134","City","Cancelled","7","Tuesday","Early Morning"
"3172","City","Cancelled","7","Tuesday","Early Morning"
"1464","City","Trip Completed","7","Tuesday","Early Morning"
"2238","City","Trip Completed","7","Tuesday","Early Morning"
"3954","City","Cancelled","7","Tuesday","Early Morning"
"5161","Airport","No Cars Available","4","Wednesday","Early Morning"
"5162","Airport","No Cars Available","4","Wednesday","Early Morning"
"2087","City","Trip Completed","4","Wednesday","Early Morning"
"2873","City","Cancelled","4","Wednesday","Early Morning"
"3369","City","Cancelled","4","Wednesday","Early Morning"
"1590","Airport","Trip Completed","4","Wednesday","Early Morning"
"5160","City","No Cars Available","4","Wednesday","Early Morning"
"5164","Airport","No Cars Available","4","Wednesday","Early Morning"
"1951","City","Trip Completed","4","Wednesday","Early Morning"
"5168","City","No Cars Available","4","Wednesday","Early Morning"
"5167","City","No Cars Available","4","Wednesday","Early Morning"
"5166","Airport","No Cars Available","4","Wednesday","Early Morning"
"1854","Airport","Trip Completed","4","Wednesday","Early Morning"
"5165","Airport","No Cars Available","4","Wednesday","Early Morning"
"3658","City","Cancelled","4","Wednesday","Early Morning"
"5163","City","No Cars Available","4","Wednesday","Early Morning"
"3800","City","Cancelled","4","Wednesday","Early Morning"
"3450","City","Cancelled","4","Wednesday","Early Morning"
"1466","Airport","Trip Completed","4","Wednesday","Early Morning"
"3582","City","Cancelled","4","Wednesday","Early Morning"
"734","Airport","Trip Completed","4","Wednesday","Early Morning"
"5159","Airport","No Cars Available","4","Wednesday","Early Morning"
"3994","City","Cancelled","4","Wednesday","Early Morning"
"3285","City","Cancelled","4","Wednesday","Early Morning"
"1332","Airport","Trip Completed","4","Wednesday","Early Morning"
"1737","Airport","Trip Completed","4","Wednesday","Early Morning"
"232","City","Trip Completed","4","Wednesday","Early Morning"
"12","Airport","Trip Completed","4","Wednesday","Early Morning"
"1798","Airport","Trip Completed","4","Wednesday","Early Morning"
"3498","City","Cancelled","4","Wednesday","Early Morning"
"2271","Airport","Trip Completed","4","Wednesday","Early Morning"
"1369","City","Trip Completed","4","Wednesday","Early Morning"
"3897","City","Cancelled","4","Wednesday","Early Morning"
"3454","City","Cancelled","4","Wednesday","Early Morning"
"406","City","Trip Completed","4","Wednesday","Early Morning"
"280","City","Trip Completed","4","Wednesday","Early Morning"
"3293","City","Cancelled","4","Wednesday","Early Morning"
"3344","City","Cancelled","4","Wednesday","Early Morning"
"3830","Airport","Cancelled","4","Wednesday","Early Morning"
"1657","City","Trip Completed","4","Wednesday","Early Morning"
"5169","City","No Cars Available","5","Wednesday","Early Morning"
"1431","City","Trip Completed","5","Wednesday","Early Morning"
"2413","City","Trip Completed","5","Wednesday","Early Morning"
"1443","City","Trip Completed","5","Wednesday","Early Morning"
"4072","City","Cancelled","5","Wednesday","Early Morning"
"5170","City","No Cars Available","5","Wednesday","Early Morning"
"5171","City","No Cars Available","5","Wednesday","Early Morning"
"5172","City","No Cars Available","5","Wednesday","Early Morning"
"5173","City","No Cars Available","5","Wednesday","Early Morning"
"5174","City","No Cars Available","5","Wednesday","Early Morning"
"5175","Airport","No Cars Available","5","Wednesday","Early Morning"
"5176","City","No Cars Available","5","Wednesday","Early Morning"
"5177","City","No Cars Available","5","Wednesday","Early Morning"
"5178","City","No Cars Available","5","Wednesday","Early Morning"
"5179","City","No Cars Available","5","Wednesday","Early Morning"
"5180","City","No Cars Available","5","Wednesday","Early Morning"
"5181","City","No Cars Available","5","Wednesday","Early Morning"
"5182","City","No Cars Available","5","Wednesday","Early Morning"
"2551","City","Trip Completed","5","Wednesday","Early Morning"
"3410","City","Cancelled","5","Wednesday","Early Morning"
"882","City","Trip Completed","5","Wednesday","Early Morning"
"865","Airport","Trip Completed","5","Wednesday","Early Morning"
"999","Airport","Trip Completed","5","Wednesday","Early Morning"
"3263","City","Cancelled","5","Wednesday","Early Morning"
"1349","Airport","Trip Completed","5","Wednesday","Early Morning"
"3420","City","Cancelled","5","Wednesday","Early Morning"
"3384","City","Cancelled","5","Wednesday","Early Morning"
"1273","City","Trip Completed","5","Wednesday","Early Morning"
"4066","City","Cancelled","5","Wednesday","Early Morning"
"1985","City","Trip Completed","5","Wednesday","Early Morning"
"343","City","Trip Completed","5","Wednesday","Early Morning"
"2775","Airport","Trip Completed","5","Wednesday","Early Morning"
"1728","City","Trip Completed","5","Wednesday","Early Morning"
"3063","City","Cancelled","5","Wednesday","Early Morning"
"2133","City","Trip Completed","5","Wednesday","Early Morning"
"334","Airport","Trip Completed","5","Wednesday","Early Morning"
"2885","City","Cancelled","5","Wednesday","Early Morning"
"3036","City","Cancelled","5","Wednesday","Early Morning"
"3732","City","Cancelled","5","Wednesday","Early Morning"
"2891","City","Cancelled","5","Wednesday","Early Morning"
"3583","City","Cancelled","5","Wednesday","Early Morning"
"2902","City","Cancelled","5","Wednesday","Early Morning"
"2157","Airport","Trip Completed","5","Wednesday","Early Morning"
"2714","Airport","Trip Completed","5","Wednesday","Early Morning"
"288","City","Trip Completed","5","Wednesday","Early Morning"
"271","Airport","Trip Completed","5","Wednesday","Early Morning"
"3628","City","Cancelled","5","Wednesday","Early Morning"
"170","City","Trip Completed","5","Wednesday","Early Morning"
"3801","City","Cancelled","5","Wednesday","Early Morning"
"3781","City","Cancelled","5","Wednesday","Early Morning"
"144","City","Trip Completed","5","Wednesday","Early Morning"
"3810","City","Cancelled","5","Wednesday","Early Morning"
"2018","City","Trip Completed","5","Wednesday","Early Morning"
"3824","City","Cancelled","5","Wednesday","Early Morning"
"246","City","Trip Completed","5","Wednesday","Early Morning"
"259","City","Trip Completed","5","Wednesday","Early Morning"
"3645","City","Cancelled","5","Wednesday","Early Morning"
"2878","City","Cancelled","5","Wednesday","Early Morning"
"597","City","Trip Completed","5","Wednesday","Early Morning"
"644","Airport","Trip Completed","5","Wednesday","Early Morning"
"3476","City","Cancelled","5","Wednesday","Early Morning"
"2658","City","Trip Completed","5","Wednesday","Early Morning"
"2647","Airport","Trip Completed","5","Wednesday","Early Morning"
"667","City","Trip Completed","5","Wednesday","Early Morning"
"3148","City","Cancelled","5","Wednesday","Early Morning"
"2668","City","Trip Completed","5","Wednesday","Early Morning"
"3691","City","Cancelled","5","Wednesday","Early Morning"
"3130","Airport","Cancelled","5","Wednesday","Early Morning"
"1555","City","Trip Completed","5","Wednesday","Early Morning"
"2240","Airport","Trip Completed","5","Wednesday","Early Morning"
"3174","City","Cancelled","5","Wednesday","Early Morning"
"3200","City","Cancelled","5","Wednesday","Early Morning"
"710","City","Trip Completed","5","Wednesday","Early Morning"
"3455","City","Cancelled","5","Wednesday","Early Morning"
"2611","City","Trip Completed","5","Wednesday","Early Morning"
"2623","Airport","Trip Completed","5","Wednesday","Early Morning"
"3184","City","Cancelled","5","Wednesday","Early Morning"
"3973","City","Cancelled","5","Wednesday","Early Morning"
"3941","City","Cancelled","5","Wednesday","Early Morning"
"2215","Airport","Trip Completed","5","Wednesday","Early Morning"
"1595","City","Trip Completed","5","Wednesday","Early Morning"
"1650","Airport","Trip Completed","5","Wednesday","Early Morning"
"3523","City","Cancelled","5","Wednesday","Early Morning"
"3522","City","Cancelled","5","Wednesday","Early Morning"
"3518","City","Cancelled","5","Wednesday","Early Morning"
"32","Airport","Trip Completed","5","Wednesday","Early Morning"
"517","City","Trip Completed","5","Wednesday","Early Morning"
"3350","City","Cancelled","6","Wednesday","Early Morning"
"3651","City","Cancelled","6","Wednesday","Early Morning"
"1877","Airport","Trip Completed","6","Wednesday","Early Morning"
"2352","Airport","Trip Completed","6","Wednesday","Early Morning"
"1910","Airport","Trip Completed","6","Wednesday","Early Morning"
"1234","Airport","Trip Completed","6","Wednesday","Early Morning"
"1182","City","Trip Completed","6","Wednesday","Early Morning"
"2037","City","Trip Completed","6","Wednesday","Early Morning"
